1.260000 +103.80000
0.001000 0.001000
310.356200 36.081700 310.356000 36.081700
310.434200 41.080600 310.472000 41.081000
310.434200 46.080600 310.515000 46.081700
315.434200 36.080300 315.445000 36.062500
315.434200 41.080600 315.483000 41.065800
315.434200 46.080600 315.530000 46.066700
1.260000 +103.80000
0.001000 0.001000
289.352500 31.045000 289.352000 31.045300
289.485000 36.109700 289.502000 36.112100
289.485000 41.109700 289.520000 41.111200
294.485000 31.109400 294.488000 31.103300
294.485000 36.109700 294.502000 36.105100
294.485000 41.109700 294.522000 41.104800
299.485000 31.109400 299.490000 31.096600
299.485000 36.109700 299.507000 36.098800
299.485000 41.109700 299.526000 41.098200
304.485000 31.109400 304.494000 31.089900
304.485000 36.109700 304.511000 36.092400
