1.260000 +103.80000
0.001000 0.001000
289.352500 31.045000 289.352000 31.045300
289.485000 36.109700 289.502000 36.112100
289.485000 41.109700 289.520000 41.111200
294.485000 31.109400 294.488000 31.103300
294.485000 36.109700 294.502000 36.105100
294.485000 41.109700 294.522000 41.104800
299.485000 31.109400 299.490000 31.096600
299.485000 36.109700 299.507000 36.098800
299.485000 41.109700 299.526000 41.098200
304.485000 31.109400 304.494000 31.089900
304.485000 36.109700 304.511000 36.092400
1.260000 +103.80000
0.001000 0.001000
304.484600 36.052500 304.484000 36.052500
304.485400 41.109700 304.499000 41.108900
304.485400 46.109700 304.517000 46.109000
309.485400 36.109400 309.486000 36.103900
309.485400 41.109700 309.501000 41.105300
309.485400 46.109700 309.518000 46.105000
314.485400 36.109400 314.490000 36.100500
314.485400 41.109700 314.503000 41.102600
314.485400 46.109700 314.521000 46.102800
319.485400 36.109400 319.493000 36.098100
319.485400 41.109700 319.506000 41.100300
